first_name,last_name,email,phone,title,industry,company_size,account_id,last_activity,deal_name,amount,close_date,stage,owner
Brianna,White,eric86@example.org,001-242-415-0275,Writer,and Sons,51-200,33de4e4a-b975-4c18-80ab-63ef9c8119b6,2025-04-09,Embrace Mission-Critical Partnerships Deal 119,35393.12,2025-05-09,Closed Won,ahooper@example.org
Kyle,Solis,juliepetty@example.com,,Actor,Inc,11-50,3c304a2a-1837-46f5-93ce-82b270a8720f,2025-03-06,Iterate World-Class E-Services Deal 120,,2025-04-14,Negotiation,ronaldsanford@example.net
Erica,Wilson,rharvey@example.net,564-762-4178x063,Ceramics designer,Inc,201-500,,2025-04-16,Scale Seamless Systems Deal 121,5076.27,2025-04-30,Prospecting,davidelliott@example.net
Haley,English,branchmichelle@example.net,,Accommodation manager,Group,51-200,e09a0bc3-2889-4a94-9f0f-088de81a96b2,2025-02-20,Benchmark Front-End Vortals Deal 122,25928.45,2025-05-03,Negotiation,willie40@example.org
Joseph,Brown,yeaton@example.org,001-683-553-4186x27195,Aid worker,LLC,,deeb25bc-1209-4fe4-95f3-5acab2a3dd68,2025-02-22,Re-Contextualize Synergistic Solutions Deal 123,43172.38,2025-04-12,Proposal,tanya41@example.org
Anthony,Sandoval,not-an-email,(594)827-0370x451,"Scientist, research (medical)",LLC,201-500,,2025-03-15,Enhance Transparent Users Deal 124,2812.45,,Proposal,jkirby@example.org
Megan,Gutierrez,hillmary@example.com,758-564-4027,Futures trader,Group,11-50,3922c36f-840d-43f8-8bed-76dcfa5abd4d,2025-03-08,Evolve Virtual Initiatives Deal 125,29113.99,2025-04-13,Closed Lost,theresagrimes@example.com
Aaron,Good,david05@example.net,+1-644-947-7339x3010,Barrister's clerk,,201-500,06a16f5c-47e1-47a8-bbf7-28dabb64b340,,Generate Synergistic Infrastructures Deal 126,34324.89,2025-04-13,Closed Lost,
Brianna,Blair,,(723)351-2249x615,Film/video editor,PLC,201-500,352b5319-a1ce-416e-ad88-f984fc71de1c,2025-03-10,Deploy Viral Solutions Deal 127,,,Prospecting,
Duane,Wilkerson,denisepowers@example.org,900-751-0787x3462,Microbiologist,and Sons,11-50,e4203249-144f-4b04-bc30-b9bb1c396067,2025-03-13,Enable 24/7 Platforms Deal 128,19114.83,2025-05-11,Prospecting,lwaters@example.net
Paul,Smith,pwhite@example.org,540-486-7692,"Therapist, horticultural",Inc,,,2025-03-12,Deliver End-To-End Web Services Deal 129,20138.66,2025-04-16,Closed Lost,edwardbass@example.net
Robert,Randall,imiller@example.com,(234)688-0597x30907,"Psychotherapist, dance movement",and Sons,11-50,980527e1-1472-4aef-ab81-16bb7dd0bac8,2025-03-22,E-Enable Bleeding-Edge Experiences Deal 130,,2025-04-26,Negotiation,jamespruitt@example.com
Lindsay,Allison,holly78@example.com,001-517-886-5272,Patent attorney,,201-500,62d820a1-e6b7-4e9f-b73c-dd077d33f026,2025-03-04,Incentivize Leading-Edge Systems Deal 131,4638.5,2025-05-19,Prospecting,clifford30@example.org
Gregory,Snyder,pstone@example.net,,Geoscientist,LLC,201-500,8b116699-9397-4abc-9ce2-b2c139454e13,2025-03-23,Iterate Killer Info-Mediaries Deal 132,8580.34,,Closed Won,fschultz@example.com
Brenda,Williams,,+1-974-884-8577,Tour manager,Ltd,1-10,204f6ce7-e892-4380-bf06-7e6deee8a628,2025-04-09,Utilize Bleeding-Edge Web Services Deal 133,14947.77,2025-04-17,,susanjames@example.org
Sara,Thompson,christopher64@example.org,653.529.9054x168,Operational researcher,Inc,11-50,0f951e48-062d-4a8e-b019-3eab4abd8437,2025-03-20,Maximize Open-Source Web Services Deal 134,29992.37,2025-04-15,Closed Won,olsondavid@example.net
Robert,Haley,not-an-email,123-abc,Camera operator,PLC,11-50,1a181f23-ed94-4dad-8c13-8743b680a72a,,Deliver Vertical E-Markets Deal 135,,2025-04-11,Proposal,joshuakeller@example.net
Brandi,Miller,morataylor@example.org,869-709-7608,Public house manager,PLC,500+,7ec49a43-4fb4-4510-8c90-fae7b754dde6,2025-03-26,Incentivize End-To-End Mindshare Deal 136,-1000.0,,,natalie37@example.net
Brooke,Phillips,colleen91@example.net,123-abc,Systems developer,Group,51-200,4860e36f-dc4d-4413-9e31-61a9cd0fc04a,2025-04-03,Re-Contextualize Bricks-And-Clicks Methodologies Deal 137,46973.92,2025-04-23,Closed Won,michaelrichardson@example.org
David,Rodriguez,jameshorne@example.net,660.374.4683x812,Advertising account executive,LLC,201-500,f906e1f8-acea-42d8-883b-1436f88df3f6,2025-03-07,Matrix Back-End Partnerships Deal 138,31884.78,2025-04-28,Proposal,andrewfreeman@example.net
Michael,West,,913-445-1937,"Sound technician, broadcasting/film/video",Inc,11-50,,2025-04-21,Reinvent Distributed Roi Deal 139,28186.55,,Proposal,joshua27@example.net
Ernest,Garcia,matthew69@example.net,(567)513-9199,Telecommunications researcher,Inc,1-10,778e2292-d20f-4c47-8541-538bb88ae29b,2025-02-21,Synthesize Dynamic Applications Deal 140,1840.13,2025-05-12,Closed Won,kmurphy@example.com
Laura,Hill,ygordon@example.net,833-560-7727x37358,Regulatory affairs officer,Ltd,51-200,a64e30b7-fc6d-4542-af21-40e460bf8be2,2025-03-26,Empower Innovative Infrastructures Deal 141,49060.52,2025-05-18,Closed Won,xcarter@example.org
Anthony,Payne,elowe@example.org,5872332113,Community arts worker,PLC,11-50,35e1ea8e-0966-4812-86aa-f6e1f4c7a297,2025-02-20,Synergize Integrated E-Services Deal 142,,2025-05-18,Closed Lost,alexandraanderson@example.com
Kerri,Fowler,stephen30@example.com,553.716.5893,Manufacturing engineer,LLC,,1d4c5d1d-787f-4fd9-8671-e3bf47ee99d5,2025-04-06,Benchmark Strategic Metrics Deal 143,13048.21,2025-05-06,Closed Won,jeannejones@example.com
Sandra,Graves,jeremy53@example.net,+1-868-232-7753x7269,Risk manager,and Sons,11-50,874be2c7-c71f-4ff8-9a4d-b8bcaf419b41,2025-02-22,Drive Value-Added Technologies Deal 144,-1000.0,2025-04-26,Negotiation,hbrown@example.org
Samuel,Clark,not-an-email,123-abc,Camera operator,PLC,500+,8717dadb-9c52-4956-bb5b-659d89054089,,Exploit Next-Generation Roi Deal 145,36097.86,,Proposal,rodriguezdean@example.net
Andre,Weber,roberttucker@example.net,212.340.2725x177,Fisheries officer,LLC,1-10,,2025-02-27,Incentivize Open-Source Mindshare Deal 146,41428.53,2025-05-12,Negotiation,salinasbailey@example.net
David,Brown,,(203)633-8929x08762,"Chemist, analytical",PLC,11-50,,2025-04-01,Whiteboard 24/365 Web-Readiness Deal 147,,2025-04-20,Closed Lost,jamieandrade@example.com
Linda,Bray,anthony14@example.org,210.779.9704x3757,"Programmer, applications",Ltd,,,2025-02-24,Brand Customized E-Tailers Deal 148,,2025-04-19,Closed Won,mtorres@example.net
Kimberly,Zamora,kelly70@example.com,,Trade union research officer,PLC,51-200,98ef303e-82cd-4414-915d-6577ed143a01,2025-04-06,Aggregate Killer Content Deal 149,37410.73,2025-05-12,,
Charles,Davis,medinahannah@example.net,,"Surveyor, mining",PLC,,08435704-6b51-454c-a484-22a0c08f6709,,Architect Real-Time Communities Deal 150,-1000.0,,Proposal,amber98@example.net
Michelle,Gordon,allenrhonda@example.net,123-abc,Structural engineer,LLC,500+,4eb41aed-4205-480c-8642-4cbe2048d5e0,2025-02-22,Revolutionize Magnetic Methodologies Deal 151,38294.11,2025-04-18,Proposal,farmerbrandi@example.com
Breanna,Stevens,lewisdevin@example.com,,"Designer, blown glass/stained glass",LLC,500+,b9284e73-e758-4bb3-89cf-0968e4faba60,2025-02-27,Visualize Rich Bandwidth Deal 152,49410.05,2025-04-19,Closed Lost,williammckenzie@example.org
Douglas,Craig,christina69@example.com,(881)749-7230,Visual merchandiser,,11-50,e863d035-416c-4e75-9e4d-94f733ef15c9,2025-04-01,Re-Contextualize Virtual Models Deal 153,,2025-05-14,Prospecting,alejandro96@example.org
Yvette,Parker,robertford@example.net,001-384-893-8027x834,"Production assistant, television",Inc,1-10,,2025-02-28,E-Enable Collaborative Solutions Deal 154,12852.59,2025-04-29,Negotiation,michelle98@example.net
Linda,Russo,david50@example.net,889.725.0654x727,"Horticulturist, commercial",PLC,1-10,,2025-04-04,Repurpose Impactful Convergence Deal 155,1314.7,2025-04-18,Negotiation,john60@example.net
Steven,Taylor,grahamcarl@example.org,,Press photographer,LLC,51-200,85581605-4198-4c87-8895-4e60258bc8f5,2025-02-21,Deliver Best-Of-Breed Info-Mediaries Deal 156,,2025-04-15,Prospecting,gvillanueva@example.net
Sara,Lopez,garrettclayton@example.org,+1-657-999-5853x888,"Development worker, community",PLC,201-500,23edd646-4759-44e6-93e9-8d9ac9b1926b,,Harness Cross-Media E-Business Deal 157,21235.72,2025-05-21,Negotiation,ianderson@example.net
Jay,Brown,smithluis@example.org,(270)251-2213x90891,Industrial/product designer,Group,51-200,39ab4998-c0d6-4b78-a088-59f02d16cf48,2025-03-16,Engineer Bricks-And-Clicks Infrastructures Deal 158,29797.7,,Proposal,gonzalezpatrick@example.org
Michael,King,haasdavid@example.org,7914754787,"Scientist, research (medical)",and Sons,,2bf95deb-c96e-4293-be46-6fa3abb99104,,Revolutionize One-To-One Schemas Deal 159,48407.86,2025-04-29,,derekwilliams@example.org
Amanda,Johnson,michaelgross@example.com,372-706-8867x25316,Politician's assistant,Ltd,500+,23e98bcd-7419-4f98-b587-c81f2847c4a0,2025-04-06,Embrace Viral Platforms Deal 160,28958.54,2025-05-18,Closed Lost,
Latoya,Lin,crawfordchristopher@example.net,6725623388,Aeronautical engineer,Inc,201-500,347ebcd0-8e20-482a-b6ab-a6c5c0b719d8,2025-02-25,Innovate End-To-End Supply-Chains Deal 161,40392.48,2025-05-11,Closed Won,kaitlynroberts@example.com
Pamela,Miller,brian46@example.org,(363)550-2192x95873,"Surveyor, quantity",and Sons,201-500,,2025-04-21,Reinvent Open-Source Deliverables Deal 162,42515.14,2025-04-16,Negotiation,clarence60@example.com
Nicholas,Wolfe,adavid@example.com,001-866-587-4917x3931,Politician's assistant,,1-10,b9730fea-9b76-4092-b336-0ecc7139f871,2025-03-21,Leverage Back-End Synergies Deal 163,11801.7,2025-05-17,Closed Lost,higginsmichael@example.com
David,Allison,,253.997.9441x3509,Illustrator,Group,201-500,2c7b3533-40ed-45bb-8022-03180ab6be9c,2025-04-10,Transform Mission-Critical Infrastructures Deal 164,,2025-05-08,Closed Lost,bradshawlarry@example.com
Kelly,Harding,ugates@example.com,,Printmaker,and Sons,1-10,86ae98d1-75e0-42fd-9fd5-8772a8606463,2025-04-13,Benchmark Holistic Supply-Chains Deal 165,3292.43,,,edwardsnatasha@example.org
Thomas,Ramsey,cchung@example.org,123-abc,"Therapist, horticultural",,1-10,a255a579-349b-4121-a4af-086044a5a839,2025-03-17,Scale Granular Platforms Deal 166,25494.77,2025-04-15,Closed Won,agalvan@example.com
Natasha,Sweeney,hoganjames@example.net,581.379.9144,Clinical psychologist,Group,51-200,9d2a58a5-cd23-46da-8e57-d0d84348dc90,2025-03-10,Morph 24/365 Schemas Deal 167,,2025-04-27,Proposal,delgadosandra@example.com
Ashley,Hester,tannerbarry@example.org,464-617-2783x184,"Geneticist, molecular",Ltd,,bfc2bf2b-937e-4343-abd7-4046dcb6c57d,2025-03-01,Generate 24/7 Deliverables Deal 168,,2025-04-29,Closed Lost,marcusbarker@example.org
Brenda,Martinez,not-an-email,313-847-5152,Farm manager,and Sons,201-500,aebd54b3-49a0-42e5-a5a5-f67676cb19fb,2025-04-21,Visualize Leading-Edge Bandwidth Deal 169,5125.74,2025-04-16,,james22@example.net
Kelly,Sanchez,erin39@example.net,624.819.7763x72416,Contracting civil engineer,Inc,11-50,1375975b-939f-4635-b528-d6361dde38f4,2025-04-15,Architect Plug-And-Play Experiences Deal 170,27572.25,2025-04-19,Negotiation,patrick33@example.net
Melissa,Austin,,772.545.1547,Colour technologist,,500+,986374c7-7895-4cb2-9323-20de84e66f73,2025-03-03,Expedite Robust Networks Deal 171,16350.35,,Prospecting,ogarcia@example.net
Susan,Hoffman,tylergarrett@example.net,123-abc,Tree surgeon,Ltd,,d12ff578-8de8-466f-a35d-bffe3462d7f4,2025-03-25,Incentivize Collaborative E-Markets Deal 172,49117.71,,Closed Lost,keith12@example.org
Sandra,Fernandez,robinsonkimberly@example.org,+1-365-227-2595x35856,Electronics engineer,and Sons,201-500,9562fdf4-d006-43aa-af5d-85516ea87bc0,2025-03-21,Cultivate Open-Source Portals Deal 173,17366.56,,,john16@example.net
Crystal,White,not-an-email,(247)963-6748,Building control surveyor,Ltd,11-50,265da7da-3927-4b7d-83d9-ea99bbda6c48,2025-03-01,Embrace Back-End Synergies Deal 174,32245.02,2025-04-27,Closed Won,mooreeric@example.net
Tracy,Valdez,aaron65@example.org,348.779.0078x8439,"Engineer, materials",LLC,201-500,d5e022b2-0918-4a2d-806b-299773e00551,2025-04-05,Redefine Viral Functionalities Deal 175,,2025-04-22,Prospecting,
Donald,Yang,,(340)612-3535x49163,Ophthalmologist,Ltd,11-50,,2025-03-09,Empower Sticky Web Services Deal 176,,2025-05-06,Closed Lost,zgarcia@example.com
Douglas,Stewart,rubenbradley@example.net,+1-744-205-3457,Dispensing optician,and Sons,51-200,,2025-02-28,Mesh Bleeding-Edge Functionalities Deal 177,30547.39,2025-04-20,Closed Lost,orrterri@example.com
Amy,Padilla,simpsonlinda@example.org,001-448-440-3227,Barista,and Sons,,d46bee95-5b83-4809-96ae-0e2867c63383,,Innovate Ubiquitous Content Deal 178,40527.42,2025-04-17,Prospecting,kevinhoward@example.net
Cindy,Martin,wolson@example.org,+1-599-326-9621x4166,"Surveyor, hydrographic",Inc,201-500,817c77fb-76ea-4760-ad2b-f7fbef0881fb,2025-04-03,Productize Collaborative Technologies Deal 179,-1000.0,2025-04-13,Closed Won,
Kathryn,White,wpadilla@example.org,+1-726-475-1114x22566,"Administrator, arts",Inc,201-500,62d2966e-793d-4d61-ad41-d78cee7ccf6f,2025-03-11,Seize Cutting-Edge Bandwidth Deal 180,30493.98,2025-04-17,Closed Won,timothydean@example.net
Lisa,Hunter,christopheredwards@example.org,,"Lighting technician, broadcasting/film/video",Ltd,1-10,337cfe7f-7df0-48c2-9d46-b7b9f4fbc220,2025-04-17,Orchestrate Seamless E-Commerce Deal 181,,2025-05-13,Closed Lost,hudsonthomas@example.com
Jennifer,Davis,grayjill@example.net,411-214-1283x9350,"Psychologist, sport and exercise",Inc,500+,c6c9a863-ed68-41a0-9791-e5cef8b42e9c,2025-04-11,Monetize Sticky Communities Deal 182,35754.06,2025-04-12,Proposal,terryamy@example.com
Samantha,Cole,not-an-email,+1-678-876-0211x9966,Museum/gallery conservator,LLC,500+,32db6cb6-3a4b-4530-9856-d4241a8186b2,2025-03-03,Mesh Granular Roi Deal 183,,2025-05-20,Prospecting,timothybooth@example.com
Angela,Patton,pparsons@example.org,716.313.4886,Public librarian,Group,1-10,c301e723-3868-453c-a99e-545ed7a03c23,2025-04-15,Mesh Revolutionary Platforms Deal 184,6975.53,2025-04-11,Negotiation,alexander82@example.org
Michael,Hughes,kalexander@example.org,415.697.7920x6244,"Conservator, furniture",Group,51-200,dc6f58b2-2755-462b-9bb5-e4c91bdd861c,2025-03-05,Architect Proactive Action-Items Deal 185,-1000.0,,Prospecting,iberg@example.com
Yvonne,Smith,nallen@example.net,911.341.4000,Editorial assistant,Inc,11-50,9d021427-6a43-4c2b-a9bf-6d99192360fe,2025-04-18,Extend Front-End Solutions Deal 186,,2025-04-28,,
Bradley,Johnson,rjohnson@example.org,666-604-9248,Database administrator,Group,,7e1536ed-cbb3-4e12-b1a5-12fcdaea586e,2025-03-03,Strategize Value-Added Architectures Deal 187,14853.66,,Prospecting,lisataylor@example.com
Lawrence,Thompson,carrie07@example.com,,Contractor,PLC,201-500,,2025-02-21,Repurpose Holistic Architectures Deal 188,27072.57,2025-04-12,Proposal,jeffrey21@example.com
Jordan,Brown,steven98@example.org,555-443-0303x864,Editorial assistant,Ltd,,ab30aa91-6667-4ea6-9faf-ed7903108e9a,2025-03-22,Facilitate B2C Schemas Deal 189,-1000.0,2025-04-21,Closed Won,olopez@example.com
Jason,Williams,kmartinez@example.net,123-abc,"Scientist, audiological",Group,1-10,269496ea-d720-45f3-9a7c-c27f48fe62ca,2025-03-25,Disintermediate B2B E-Tailers Deal 190,13452.27,2025-05-11,Closed Won,chumphrey@example.org
Alexandra,Powell,kathryn10@example.net,123-abc,"Editor, commissioning",Ltd,500+,,2025-04-03,Empower Collaborative Users Deal 191,29829.3,2025-04-27,Negotiation,kcooper@example.net
Tammy,Davis,richardbarry@example.org,001-483-354-0000x37933,Bookseller,LLC,201-500,4dd4be78-13f7-4d08-8e4d-eb2b9dedfd30,2025-03-21,Extend World-Class E-Markets Deal 192,30620.02,2025-05-10,Negotiation,sherri63@example.com
Dustin,Miller,ybell@example.org,255-992-9606,"Development worker, international aid",PLC,51-200,bb061b7f-380f-401b-b788-c8f20a78fc0c,2025-04-01,Utilize Rich Methodologies Deal 193,30218.2,2025-05-02,,ymyers@example.com
Linda,Chavez,not-an-email,,Race relations officer,LLC,11-50,fc4aafd6-9d60-47da-bbec-e451ab33f194,,Target E-Business Niches Deal 194,49286.93,2025-05-06,Prospecting,robert40@example.org
Rachel,Whitehead,,557.446.2944x64998,Chemical engineer,and Sons,201-500,083424b7-127a-4d1e-a5e7-0bdeee7f506e,2025-04-21,Enhance Holistic Functionalities Deal 195,32095.5,2025-05-21,Prospecting,
Regina,Miller,smithlaura@example.net,(769)942-9537,Housing manager/officer,Inc,1-10,8d1a00f0-c511-4c04-b3c1-9473dc114dbc,2025-04-09,Leverage Magnetic Models Deal 196,6727.24,2025-04-30,Negotiation,yrush@example.org
Steven,Higgins,kristenhuffman@example.net,669-552-4609x1157,"Lecturer, further education",and Sons,500+,,2025-03-03,Transition Enterprise Applications Deal 197,,2025-05-13,Negotiation,rachelhernandez@example.net
Allison,Massey,maldonadojeffrey@example.org,+1-971-938-4727,Manufacturing systems engineer,and Sons,51-200,a98a0279-cada-4605-bab9-87f414a23553,2025-02-26,Maximize Granular Portals Deal 198,10957.21,2025-05-18,Closed Lost,
Rebecca,Reilly,,001-708-969-5706,Academic librarian,Ltd,,08f77c16-4be3-4a68-aedc-3bd8f6a2cbe4,2025-04-04,Syndicate E-Business Applications Deal 199,-1000.0,2025-04-26,Closed Won,
Kerri,Gould,galvanbobby@example.net,+1-711-890-6447x7562,Passenger transport manager,and Sons,11-50,ca84f1f5-912d-4760-ab6a-947b6e35df18,2025-04-14,Morph Visionary Interfaces Deal 200,7592.8,,,
Sarah,Gonzalez,sjackson@example.com,,"Pilot, airline",Group,51-200,e5ce1e94-6e63-488b-bd2b-acaf0bcb5b2d,2025-03-26,Grow Cross-Media Platforms Deal 201,,2025-05-01,Proposal,juliehenry@example.com
Logan,Scott,timothygreer@example.org,,"Surveyor, insurance",PLC,11-50,07c2c08b-8b15-483a-9bfe-2c028a0612d8,2025-03-05,Monetize Best-Of-Breed E-Services Deal 202,2388.11,2025-04-11,Negotiation,goodwinsherry@example.org
Amanda,Guerrero,brendasalazar@example.org,+1-994-212-3565x14443,Risk analyst,and Sons,1-10,820d6dea-9f41-43b0-9bff-bc082d347050,2025-02-21,Streamline Synergistic E-Services Deal 203,,2025-05-05,Prospecting,coopersusan@example.net
Dawn,Townsend,ebaker@example.org,870.444.0488x70272,Recruitment consultant,and Sons,201-500,8711ae9f-7b15-4641-897d-8ab8ca0ecd84,2025-04-15,Utilize Bricks-And-Clicks Schemas Deal 204,3371.11,2025-05-04,Negotiation,monicaconley@example.org
Richard,Fowler,peter52@example.org,+1-679-246-4703,Oncologist,Ltd,,edff5f06-9c32-4a75-826f-9c3548609ac8,2025-04-17,Revolutionize Bricks-And-Clicks Markets Deal 205,1719.17,2025-05-08,,gmartinez@example.org
Ashley,Norris,jasontaylor@example.net,581-775-9277,"Presenter, broadcasting",Ltd,51-200,1a739dc0-1a37-4042-99bf-58537d4e3d26,2025-04-13,Generate Leading-Edge Technologies Deal 206,20102.04,2025-05-15,Negotiation,hramirez@example.org
Brianna,Reyes,derekaguilar@example.com,931.909.4730,Commissioning editor,Inc,201-500,6cef6803-f9bc-4c83-840a-ff6e57b1b5cf,2025-04-13,Optimize Distributed E-Services Deal 207,20737.08,2025-05-13,Closed Won,mmcdonald@example.net
Luis,Bennett,,123-abc,Medical physicist,Group,11-50,6b2fd898-9cd5-4292-a7e6-9408cc6f8add,2025-02-24,Seize Transparent Architectures Deal 208,5142.62,2025-04-23,Closed Won,melissamurray@example.net
Vanessa,Cuevas,justinsmith@example.net,001-668-385-0275x740,Commercial horticulturist,LLC,11-50,7b42c501-3076-4502-a550-9596203d11f0,2025-03-19,Deliver Bleeding-Edge Niches Deal 209,34023.93,2025-05-16,,tiffany88@example.com
Mary,Fowler,,+1-217-642-1977x634,Museum/gallery curator,PLC,11-50,b1504041-fc30-4847-9e96-e35fb3492127,2025-04-15,Enhance E-Business Convergence Deal 210,,2025-05-19,Prospecting,felicia76@example.com
Emily,Martin,,,Conference centre manager,Inc,11-50,7b40c131-c288-40c5-820f-f7fcb9dc22aa,2025-03-30,Productize Granular Portals Deal 211,,2025-05-01,Prospecting,carlsonmark@example.com
Lisa,Rogers,matthew41@example.net,+1-747-327-3903x77759,IT trainer,,11-50,57fcab03-a172-479f-8f3c-0427c1a41fec,,Repurpose Granular Paradigms Deal 212,,2025-05-11,Prospecting,kellyallen@example.com
Richard,Greer,benjaminsmith@example.org,807.819.7347,Industrial/product designer,Ltd,11-50,,2025-03-20,Integrate B2C Eyeballs Deal 213,40104.65,,Proposal,lucaslamb@example.net
Michael,Hawkins,ruizchristopher@example.net,(931)406-8578x357,Financial manager,and Sons,500+,24bfc8c7-e42a-4d77-b715-73bf2f464794,2025-03-10,Deploy Integrated Functionalities Deal 214,48140.71,2025-04-22,Closed Lost,debradavis@example.net
Sarah,Lewis,,+1-853-426-3465,Equities trader,and Sons,51-200,b83ff41b-6cf6-4670-ae72-dcfe5057b932,2025-03-25,Deploy Leading-Edge Channels Deal 215,8672.9,2025-04-25,Negotiation,annette48@example.net
Samantha,Evans,nicholasmendoza@example.org,,Chief Operating Officer,,1-10,375f0d6b-c403-4ca8-897e-b860ec63575a,,Deliver Collaborative Markets Deal 216,18799.54,2025-04-29,Closed Won,phillipskeith@example.net
Jeremy,Hodge,mercadoanthony@example.org,(480)418-2556x61496,IT consultant,LLC,500+,1c93d6af-c97d-4462-befd-a3b0526e45cb,2025-03-19,Mesh B2B Mindshare Deal 217,1435.81,2025-04-24,Closed Won,amandahoward@example.net
Daniel,Jones,andreaowens@example.com,001-863-853-9640x2474,Sports administrator,,11-50,22feb5cf-1e19-4684-85a6-0c21a998acc1,2025-03-15,Unleash Intuitive Relationships Deal 218,23046.21,2025-04-22,Closed Lost,murphykelly@example.net
Matthew,Sanders,padillabarry@example.net,705-860-3934,"Pilot, airline",LLC,11-50,de9fbd1a-021c-4b7d-b052-34adcf0f42be,2025-04-11,Matrix Vertical Metrics Deal 219,,2025-04-22,Closed Lost,patricia34@example.com
Edward,Burgess,hreeves@example.org,001-482-752-5787,Tourism officer,LLC,1-10,4d3329f3-ebd6-43f3-a215-5d02d27eb38a,2025-04-05,Optimize Holistic Experiences Deal 220,22846.88,2025-05-04,Prospecting,
Marie,Lara,adamskevin@example.org,437-656-3152x00331,Exhibition designer,Inc,,6812f128-1db4-4ad3-9b17-9d8cea83661b,2025-04-11,Envisioneer Robust Synergies Deal 221,,2025-05-03,Closed Won,lcox@example.net
Anthony,Jones,not-an-email,123-abc,"Administrator, local government",,51-200,a462c7bd-9fab-4b94-86a5-0b708941561c,2025-02-23,Exploit Leading-Edge Niches Deal 222,-1000.0,2025-04-17,Negotiation,omyers@example.net
Angela,Mcgrath,zramirez@example.com,001-292-773-3676x8960,Radio producer,Group,,6ec27444-7889-49a5-9f9e-dcae64179f2b,2025-04-08,Engage User-Centric Convergence Deal 223,1677.21,2025-05-08,Closed Won,frankcampbell@example.com
Stephen,Diaz,emily32@example.org,(976)306-1006x91040,Mudlogger,Group,11-50,,2025-03-07,Incubate Value-Added Paradigms Deal 224,-1000.0,2025-04-29,Proposal,stephenleon@example.com
Alexander,Hardin,mstevens@example.com,763.847.0766,Animator,Inc,51-200,,,Target Magnetic Functionalities Deal 225,30099.95,2025-04-24,Negotiation,joshuagomez@example.net
Patricia,Martin,,001-360-540-7088,Insurance claims handler,Group,500+,7ddd6793-138c-424a-b5c3-44012ff49076,2025-03-26,Engineer Distributed Content Deal 226,,2025-05-05,Prospecting,morrisshawn@example.org
Andrew,Boyer,xbennett@example.org,001-801-270-2974x97252,Dancer,and Sons,201-500,1e68ca50-a391-4c75-bcf2-45032bf3758d,2025-03-26,Revolutionize Distributed Web Services Deal 227,13925.28,2025-04-27,Negotiation,troytaylor@example.org
Micheal,Vasquez,alexander01@example.org,425.807.4036x7411,Academic librarian,LLC,51-200,05261257-e734-4fdf-a678-7824cdc1567c,2025-02-21,Productize Sticky E-Services Deal 228,9563.04,2025-04-20,Negotiation,christopher49@example.com
Tiffany,Payne,not-an-email,001-772-317-7321x56408,Barrister,and Sons,500+,9bfc6ecf-661f-4bbc-a931-418b96ed0bb1,2025-03-14,Engineer Extensible Methodologies Deal 229,-1000.0,,Negotiation,wedwards@example.com
Charles,Stevens,barbara53@example.com,+1-328-251-2004,Control and instrumentation engineer,Inc,500+,c8b95da5-6778-43cb-81ab-ae048c54beba,2025-04-04,Deliver Enterprise Infrastructures Deal 230,11961.19,2025-05-15,Negotiation,robert74@example.net
Sean,Martin,fgutierrez@example.net,+1-831-219-5297x23973,"Biochemist, clinical",and Sons,51-200,f9b78e16-5e67-43a8-b667-5beb31d0a7e3,2025-04-20,Expedite Holistic Systems Deal 231,25320.37,2025-04-26,Prospecting,lisapeterson@example.com
Monique,Peterson,wmiles@example.org,8129033446,"Psychologist, counselling",PLC,11-50,97bd9fd4-05a2-4201-9f58-6b95acbb55ae,2025-03-23,Engineer Next-Generation Portals Deal 232,,2025-05-19,Closed Lost,
Danielle,Rodriguez,francoderek@example.net,616-510-3693x75975,"Engineer, electronics",Ltd,500+,df5115fe-d2e3-4905-82f7-52bdd7f6e951,2025-04-17,Deploy Real-Time Eyeballs Deal 233,41954.02,2025-04-12,Prospecting,justinnelson@example.net
William,Zimmerman,rothjoshua@example.net,653-435-0527x712,Science writer,Inc,500+,86037ef6-15d0-4615-af3a-3eef4ed15c96,2025-02-21,Deploy 24/365 Portals Deal 234,47804.66,2025-05-19,Proposal,maxwelldaniel@example.net
Jessica,Jackson,kenneth11@example.net,,"Nurse, mental health",Ltd,1-10,a84a6da2-7046-4c8c-b1d4-ee47b04c1e1e,2025-02-25,Aggregate Open-Source Schemas Deal 235,16542.77,2025-04-14,,martinrobert@example.net
Emily,Frank,melissa05@example.com,001-333-514-3776x7497,Corporate treasurer,Group,,6a29ef45-2c38-44ef-b86d-5bf346665a51,2025-02-27,Whiteboard Compelling Action-Items Deal 236,27464.92,2025-05-05,Closed Won,
John,Roach,markwheeler@example.org,886-298-7931x5837,"Teacher, music",and Sons,1-10,74170f44-b292-4615-8723-40c471285ab3,,Facilitate Distributed E-Business Deal 237,,2025-04-25,Negotiation,millerthomas@example.net
Samantha,Carey,sydneymiller@example.org,302.870.3796x6483,"Accountant, chartered public finance",and Sons,1-10,36866984-a571-4e40-8e2b-2ad592ccdd68,2025-04-01,Incentivize Dot-Com Systems Deal 238,4012.67,2025-04-18,Prospecting,nancy30@example.net
Melissa,Lewis,,602-443-4720x014,Legal secretary,,11-50,,2025-02-22,Exploit Plug-And-Play E-Business Deal 239,48665.8,2025-04-14,Prospecting,
