first_name,last_name,email,phone,title,industry,company_size,account_id,last_activity,deal_name,amount,close_date,stage,owner
James,Mejia,donna47@example.org,395-766-0153,"Psychologist, forensic",LLC,201-500,,2025-04-25,Benchmark Strategic Methodologies Deal 383,6348.13,2025-05-11,Closed Lost,thomasjohn@example.com
Stephanie,Stewart,christopher21@example.net,+1-365-249-8080,Ergonomist,Inc,51-200,ce2d94b0-deb4-4e5c-a9a3-fdcf63d68be0,2025-03-09,Matrix Turn-Key E-Services Deal 27,10453.53,2025-05-21,Prospecting,duane66@example.com
Lori,Dean,leemark@example.net,370-372-5339x140,Herpetologist,Ltd,1-10,3434b5dc-fe1b-46b2-88bb-add1e1edc5d2,2025-02-28,Drive World-Class Platforms Deal 433,,2025-05-14,Prospecting,ronaldhancock@example.org
Sylvia,Cunningham,douglas91@example.com,001-710-469-5931x950,Chief Executive Officer,Ltd,201-500,51df19c2-fd34-43ab-b56b-92fe8ae87f81,2025-04-27,Drive Frictionless Models Deal 122,47875.37,2025-04-26,Closed Lost,scottchristine@example.com
Christina,Wall,smithcarol@example.org,849-791-7154,Automotive engineer,LLC,11-50,1aa2cc7a-717e-4128-a27c-856289c80dd6,2025-04-20,Engage Global Metrics Deal 124,25382.25,2025-05-10,Negotiation,byrdmichelle@example.net
Dennis,Rodriguez,apoole@example.com,933-701-4907,"Engineer, production",Group,1-10,c7b8790e-3aeb-4501-92fa-8d8ea4bdcf8c,2025-03-21,Maximize Back-End Partnerships Deal 128,11656.21,2025-05-01,Proposal,jeffersondrew@example.net
Andrew,Robertson,rioschristopher@example.net,481.503.5751x21566,Neurosurgeon,PLC,51-200,310d1f7b-ce10-48c6-b62b-86cbfef9d92d,2025-03-22,Transition Clicks-And-Mortar Deliverables Deal 346,,2025-05-06,Proposal,pamela47@example.org
Kevin,Smith,huynhchelsea@example.net,(211)737-4919,Barrister,and Sons,11-50,e6bbd338-6901-40cf-b8d8-9a10555c7d89,2025-03-25,Enhance Front-End Web-Readiness Deal 361,17117.09,2025-04-19,Prospecting,thomas06@example.org
Robert,Randall,trantammy@example.net,7893390395,Production engineer,Group,11-50,e1b78725-78ed-4284-98e0-c3d00f7df122,2025-04-10,Grow Distributed Systems Deal 78,29282.93,2025-05-06,Negotiation,eric00@example.net
Christine,Harding,nmccarty@example.net,001-288-489-5136x188,Chemical engineer,LLC,51-200,353814c8-7684-4f0e-91f1-0313210dd3e3,2025-03-25,Mesh End-To-End Paradigms Deal 237,3336.03,2025-04-17,Negotiation,laurenthompson@example.org
Meagan,Oconnell,danielle93@example.com,(204)524-5212x50107,Primary school teacher,Ltd,1-10,d57b8717-97f8-4b92-8bc2-d11c8d456195,2025-02-28,Deliver Turn-Key Relationships Deal 87,48345.79,2025-05-21,Prospecting,jessica76@example.org
Alicia,Rose,ohawkins@example.org,001-899-386-5778x46030,Cytogeneticist,Ltd,51-200,7022313e-7a74-49df-a117-36494754f871,2025-03-12,Productize One-To-One Web-Readiness Deal 474,8020.03,2025-05-10,Negotiation,opowell@example.net
Frank,Kelley,mitchelllynn@example.net,832.225.9444,Clinical embryologist,Ltd,51-200,34b1ca33-1724-4858-8cc8-ec457263945e,2025-03-30,Redefine Next-Generation Vortals Deal 49,48658.29,2025-05-05,Negotiation,scottlara@example.net
Andrew,Stone,tina00@example.net,733-681-8990,Dramatherapist,and Sons,201-500,a226a3da-f0fc-4228-9676-83b3f34b8074,2025-04-12,Strategize 24/7 Users Deal 304,44505.53,2025-05-09,Prospecting,chelseaorr@example.com
Cassandra,Taylor,howardwoods@example.net,(377)805-6308,Retail manager,Group,1-10,612bd1d4-7427-4cc0-a33f-1502cf3b77ee,2025-03-31,Re-Intermediate Wireless Users Deal 40,20250.7,2025-05-24,Closed Won,cynthiarodriguez@example.com
Craig,Watson,samuelortiz@example.net,792.331.8453,"Editor, magazine features",PLC,500+,f89cca10-612d-40b1-b420-1e7a1f7a3af2,2025-02-27,Scale Cross-Platform Technologies Deal 233,43597.17,2025-05-13,Negotiation,wavila@example.net
Theresa,Collins,qabbott@example.net,001-959-243-6059x45607,"Administrator, local government",and Sons,500+,46db5dbb-bb24-491f-a060-5110747d8971,2025-04-03,Productize Global Roi Deal 132,4940.89,2025-05-17,Proposal,adkinsnicole@example.com
Mary,Huffman,carrelizabeth@example.com,567.325.7928,"Scientist, biomedical",Group,201-500,94d998c5-7d13-4146-a2fa-990d9e40076a,2025-03-27,Target B2B Action-Items Deal 464,-1000.0,2025-05-07,Proposal,michelecardenas@example.org
William,Wolf,madison63@example.org,001-610-395-8384,IT sales professional,LLC,11-50,512e5db5-ea75-405e-a859-9167a4c619ee,2025-03-08,Scale Leading-Edge E-Services Deal 360,40866.72,2025-05-18,Closed Lost,kelly06@example.org
Jennifer,Chavez,christensenzachary@example.org,677-926-1755x3259,"Journalist, magazine",Group,1-10,,2025-04-24,Embrace User-Centric Metrics Deal 488,35315.23,2025-05-24,Negotiation,reedcassandra@example.net
Gina,Rivera,davidserrano@example.net,(242)888-6584,Educational psychologist,Ltd,1-10,42cdd1be-590e-4296-a785-09d5ccfc3958,2025-04-12,Drive Extensible Action-Items Deal 234,36245.23,2025-04-19,Negotiation,lisacastro@example.net
Alexandra,Garcia,lewisbrianna@example.net,637-931-9581x80630,Transport planner,LLC,1-10,5b4148c1-ce40-441d-8d04-5604026b9948,2025-03-12,Generate Compelling E-Tailers Deal 247,40307.39,2025-04-29,Negotiation,wbishop@example.org
Ashley,Bryan,richardwelch@example.net,841.418.3648,Marketing executive,PLC,51-200,a27f953f-244e-439f-9df4-fdf0c777decd,2025-04-11,Deploy Killer Experiences Deal 243,36113.37,2025-04-27,Closed Won,colin40@example.org
Catherine,Sharp,markbauer@example.net,(438)980-8780,Learning disability nurse,Ltd,51-200,b5390d82-babe-4717-afe1-680e9f847b5f,2025-03-01,Expedite Turn-Key Supply-Chains Deal 415,19875.28,2025-05-11,Closed Lost,shawnjackson@example.net
Christina,Thomas,harmonandrew@example.net,216.383.2487x773,"Buyer, industrial",and Sons,201-500,175e8357-37b4-4a1a-9ea5-e3a0c09432b9,2025-04-10,Unleash Compelling Bandwidth Deal 413,-1000.0,2025-04-22,Closed Won,guerrarachel@example.net
Jorge,Larson,crystalfields@example.org,(444)336-5721x14880,Naval architect,Group,51-200,9c2ce2e4-ef40-4dfe-aa8c-a27d73a835a8,2025-03-21,Synergize Leading-Edge Deliverables Deal 303,12331.37,2025-05-01,Negotiation,tracysingh@example.net
Brian,Harper,alisha70@example.net,+1-670-527-7710x450,Technical sales engineer,PLC,201-500,97332792-f43e-4e2f-b0f5-cfb68a311c8a,2025-02-26,Transform Web-Enabled Info-Mediaries Deal 142,26453.51,2025-04-24,Prospecting,james22@example.com
Brett,Graves,ebridges@example.com,496.567.2053,"Psychotherapist, child",Ltd,51-200,aa07fd13-31a2-4c0d-9053-b5a19bed6fc0,2025-04-07,Utilize Customized Initiatives Deal 174,35045.97,2025-05-04,Closed Lost,robinsontony@example.net
Luke,Ortiz,heidijones@example.org,(850)663-2614x742,Architectural technologist,and Sons,201-500,05d0b333-906f-4eb3-a39d-663b6162c74b,2025-04-18,Synthesize Visionary Applications Deal 493,27332.0,2025-05-18,Negotiation,melissa93@example.org
Cheryl,Ortiz,adriennemartin@example.com,640-679-8735x28685,Illustrator,Ltd,1-10,ab425045-979a-4c01-83ae-56ee883669fa,2025-04-27,Monetize Real-Time Applications Deal 284,37565.21,2025-05-17,Closed Lost,james53@example.org
Aaron,Gibson,davisrobert@example.net,+1-989-371-4959x8826,Multimedia programmer,Group,51-200,15839149-ed1e-4314-a493-9bae23ed4e4a,2025-02-27,Empower B2B Networks Deal 173,6598.53,2025-05-09,Negotiation,matthew51@example.com
Katie,Rodriguez,jlee@example.com,+1-855-319-1675,Tax adviser,,51-200,963532b9-524f-4a49-94a1-64260881d0fe,2025-04-13,Seize Vertical Web-Readiness Deal 421,17511.51,2025-05-26,Negotiation,martindaniel@example.com
Kathy,Boyd,not-an-email,001-328-209-5544x4558,Wellsite geologist,,500+,f3c80309-75fe-4c4d-b4d9-06e6f4e88b80,2025-03-29,Visualize Open-Source Roi Deal 441,30317.3,2025-05-25,Prospecting,cherrywilliam@example.net
Daniel,Larson,janetreyes@example.com,+1-647-377-9501,"Engineer, drilling",PLC,51-200,273e7f3d-d9df-41c6-a6ed-5a5acbaface9,2025-04-05,Disintermediate Transparent Platforms Deal 97,22966.68,2025-05-17,Prospecting,hayesjasmine@example.org
Laurie,Bishop,smyers@example.net,001-401-255-7625x372,Estate agent,Ltd,500+,88790505-df5f-4b50-bd08-0b8d2117cc72,2025-04-15,Benchmark End-To-End E-Commerce Deal 190,8646.07,2025-05-07,Proposal,pthompson@example.com
Miguel,Molina,travisortiz@example.net,300-208-6993,Geochemist,LLC,11-50,ddb27dae-c5eb-4a3d-b1c9-0bb23563ffb7,2025-03-31,Syndicate Rich Supply-Chains Deal 478,16704.33,2025-05-22,Negotiation,jeremy74@example.org
Heather,Acevedo,kaylawaters@example.com,9856212522,Manufacturing systems engineer,and Sons,201-500,baea3cf6-493a-4e9d-9131-599e91adcf43,2025-04-18,Syndicate Open-Source Initiatives Deal 261,38464.82,2025-05-01,Closed Lost,gboyd@example.net
Derek,Sanders,martinamber@example.net,389-849-9207,"Therapist, occupational",and Sons,500+,50c249a6-f798-4f34-8a13-8244c4da3993,2025-03-29,Extend Ubiquitous Niches Deal 108,8532.24,2025-05-27,Negotiation,luis97@example.com
Hannah,Brown,davidhensley@example.com,239.206.4600x38815,Child psychotherapist,Ltd,51-200,52fd1a93-19b9-43ae-a8c1-27f373456292,2025-03-02,Visualize Wireless Platforms Deal 71,23401.8,2025-05-06,Proposal,brendavalentine@example.org
Thomas,Joseph,not-an-email,255-626-7979x6561,"Teacher, early years/pre",,500+,93b88b64-75ac-40f2-a0b1-590dbf44de76,2025-03-06,Facilitate Collaborative Schemas Deal 307,11204.58,2025-05-14,Prospecting,candice90@example.org
Shannon,Gomez,brownlinda@example.net,+1-212-662-2968x95530,Colour technologist,PLC,201-500,dc7c19df-2cee-421c-a1c3-eb4b7dbfe188,2025-04-07,Deploy Out-Of-The-Box Convergence Deal 384,34979.89,2025-04-23,Closed Lost,perezpaula@example.org
Raymond,Garrison,gdunn@example.net,449-729-6643x4358,Investment analyst,LLC,1-10,ba519398-bc51-4a76-b1dc-ef70262beab8,2025-04-14,Scale Dot-Com Convergence Deal 9,39329.2,2025-04-29,Prospecting,susanhodges@example.net
Chad,Kaiser,blackdavid@example.com,7624671262,Physiological scientist,PLC,11-50,9478ec04-1a11-4978-bda8-34b7612e1650,2025-03-20,Morph Visionary Partnerships Deal 270,27085.19,2025-04-30,Prospecting,kimberly50@example.net
David,Kline,stephanie06@example.org,(715)234-5363x87040,IT trainer,Group,1-10,d862bb36-95e9-4654-9f69-8f9e7166509e,2025-04-22,Drive Collaborative Solutions Deal 94,18891.66,2025-04-18,Negotiation,basslaura@example.net
Kevin,Flores,davistaylor@example.net,123-abc,Public relations account executive,Group,51-200,,2025-03-09,E-Enable Innovative Infrastructures Deal 418,21401.36,2025-05-02,Proposal,lstone@example.com
Angela,Gonzalez,wclark@example.com,001-445-749-6661x5700,Systems developer,Ltd,11-50,1293d503-97bb-4708-934a-6212ccf0e28a,2025-03-07,Grow B2C E-Services Deal 327,4114.02,2025-05-24,Prospecting,bobbymiller@example.net
Andrea,Elliott,vargasann@example.com,+1-506-999-4216x285,Chartered loss adjuster,PLC,1-10,8a2eb808-e96a-41f6-99c1-014c867419cb,2025-04-18,Seize Viral Schemas Deal 458,12725.99,2025-05-01,Proposal,michelle81@example.org
Joseph,Davenport,not-an-email,8598753669,Mudlogger,LLC,201-500,c815dcca-f405-47ac-a536-ce8617d0a500,2025-03-03,Enable B2B Applications Deal 347,20237.77,2025-04-21,Closed Lost,nicolas07@example.com
Kevin,Soto,ericfrye@example.com,233-761-5823x727,Warden/ranger,PLC,201-500,,2025-03-12,Target B2B Methodologies Deal 349,4305.92,2025-05-27,Negotiation,kevin41@example.com
Kaitlyn,Riley,brianreed@example.net,001-869-623-8532,English as a second language teacher,PLC,1-10,0e53ac19-e83d-462a-910f-48dd2d662f99,2025-04-20,Evolve Vertical E-Markets Deal 312,41250.07,2025-05-08,Negotiation,vstafford@example.net
Benjamin,Hunt,jonathanrice@example.net,123-abc,Museum/gallery curator,LLC,,e9ad1ab4-9273-4e97-bab2-33e18bff59ad,2025-03-14,Transform Mission-Critical Markets Deal 422,-1000.0,2025-04-18,Closed Won,nrobinson@example.com
Sheri,Brown,greendesiree@example.org,001-456-883-5188x90756,Sports therapist,Ltd,11-50,bb471879-ba77-48e9-873d-6f7e7dbf140c,2025-03-23,Redefine Mission-Critical Initiatives Deal 199,40799.69,2025-05-17,Closed Won,snguyen@example.org
William,Conley,patricia14@example.org,+1-456-655-0029,Technical author,PLC,1-10,dc722ee7-b586-4d1f-80c8-c7635658b7f4,2025-03-21,Engage Ubiquitous Applications Deal 212,36612.37,2025-04-20,Prospecting,mollybennett@example.org
Christopher,Taylor,ejones@example.org,960-388-4414,Medical technical officer,Inc,51-200,1441ab73-7f60-4db3-b310-e3e9eaf16e8f,2025-02-27,Engage 24/7 Channels Deal 388,,2025-04-25,Prospecting,bryan72@example.com
Maureen,Stephens,baueranthony@example.net,455-885-6187x765,"Geneticist, molecular",Group,1-10,5959c11d-0238-471e-ba4b-a488ceaa111b,2025-03-29,Re-Intermediate 24/365 Roi Deal 59,3611.09,2025-05-06,Proposal,wallacerobert@example.com
Richard,Riggs,boyerariana@example.org,+1-283-394-0859,Hydrographic surveyor,and Sons,11-50,04962278-4229-4ed5-80e2-5147998ea89e,2025-03-11,E-Enable End-To-End E-Commerce Deal 394,20897.55,2025-05-13,Closed Won,freemanjose@example.org
Alfred,Anderson,charlessaunders@example.com,(279)674-7254,Furniture conservator/restorer,PLC,500+,90c3536f-224e-4632-904b-461d3ceb2abc,2025-04-12,Facilitate B2C E-Tailers Deal 357,6368.15,2025-04-22,Proposal,erinparsons@example.org
Michael,Greene,irocha@example.org,5488459031,"Teacher, adult education",LLC,11-50,64a666e5-3a15-450f-907c-56d26d780f62,2025-02-27,Reinvent Innovative Paradigms Deal 470,46368.48,2025-05-20,Proposal,fsmith@example.net
Mackenzie,Allen,duncandiana@example.com,001-587-394-7192,Operational investment banker,Ltd,11-50,8102b6c9-60e6-48b1-a7db-0287a6a9e28f,2025-04-10,Transition Cross-Platform Deliverables Deal 77,26007.73,2025-05-22,Proposal,uanderson@example.org
Ashlee,Gonzalez,pbrown@example.net,8239290617,Chartered legal executive (England and Wales),Inc,1-10,0ed42c1a-fde4-416a-a806-d3821aef6a1e,2025-03-06,Harness Open-Source Functionalities Deal 326,1217.81,2025-05-07,Closed Lost,randerson@example.org
Patrick,Stevens,cjohnston@example.org,2729786009,"Psychologist, prison and probation services",PLC,,654b6698-60a0-4b88-af2b-6f104dc7e8f3,2025-03-29,Target Cutting-Edge Methodologies Deal 467,11406.53,2025-04-28,Closed Lost,zrichard@example.com
Thomas,Hays,mcdonaldrenee@example.com,+1-787-828-2976,Physiological scientist,and Sons,11-50,1725087b-be55-46bf-8025-b19e355d335b,2025-03-19,Syndicate Interactive Communities Deal 149,8210.13,2025-05-12,Closed Lost,donnajones@example.com
Denise,Obrien,johnsonkarina@example.org,(917)342-5263x41014,"Lighting technician, broadcasting/film/video",LLC,1-10,fa57a20b-707b-4bba-beab-46455639d12d,2025-03-12,Architect Dot-Com Info-Mediaries Deal 110,2150.68,2025-05-21,Closed Lost,ljackson@example.net
Veronica,Marshall,stevendunn@example.org,349.248.3932x143,Education administrator,Group,1-10,33febf0f-2e5b-4f5d-9a39-de8862fd7818,2025-04-09,Synthesize Distributed Users Deal 10,34462.38,2025-04-28,Negotiation,hectormeza@example.com
Kara,Davis,jason14@example.com,738.596.8335,"Sales professional, IT",and Sons,51-200,430b95de-f584-42a6-ae40-ee8c75bc4cc2,2025-03-09,Monetize Turn-Key E-Tailers Deal 85,4687.44,2025-05-03,Negotiation,andrew74@example.com
Brian,Brown,hgreene@example.net,509-451-9511,Hydrogeologist,Group,51-200,7a7915ae-01af-4b12-9b27-ab3718c566c4,2025-04-04,Transform B2C Experiences Deal 251,27271.81,2025-05-11,Proposal,jamesandrews@example.com
Jeff,Dominguez,michelle98@example.com,907-757-8124x85573,"Pharmacist, hospital",Inc,11-50,fc9c1674-c2e2-46a0-94e6-46be449e6dac,2025-04-03,Unleash Dynamic Mindshare Deal 129,43787.79,2025-05-13,Prospecting,richardsonjoseph@example.org
Nicholas,Rios,gchavez@example.net,001-542-632-5415x623,Health visitor,Inc,201-500,9bbb0545-6617-4a67-a9ac-b775dfd5c428,2025-02-27,Extend Virtual Niches Deal 295,29696.63,2025-05-13,Prospecting,george63@example.net
Kristin,Smith,john82@example.org,(527)970-6876,"Doctor, general practice",Group,201-500,0f97c0f0-36ff-4e5d-afe1-ae3079d21df3,2025-04-08,Architect Extensible Roi Deal 273,4436.8,2025-04-23,Closed Lost,crystalfowler@example.net
Michelle,Wilkinson,gwhitaker@example.com,(289)415-7890x54452,Advertising account planner,LLC,201-500,826aa992-0dae-44f8-a817-dc860f7db8aa,2025-04-04,E-Enable Enterprise Technologies Deal 434,-1000.0,2025-05-27,Proposal,zthomas@example.com
Rebecca,Anderson,jordanwilson@example.net,(771)772-4756,Media buyer,LLC,11-50,2410759c-387e-4e81-83d6-5be363c22fd5,2025-03-06,Strategize Scalable E-Markets Deal 23,45707.68,2025-05-18,Closed Lost,zellis@example.org
Theodore,Davis,barbarajones@example.org,711.474.8553,Orthoptist,Inc,1-10,72653944-93eb-4fa9-be66-de84ee88fd1e,2025-04-20,Synthesize Transparent Convergence Deal 33,16493.05,2025-05-03,Negotiation,kkennedy@example.org
Marissa,Kelly,michael89@example.com,+1-206-282-9923,Visual merchandiser,LLC,51-200,deffeb72-ced7-47ef-9116-4c0ec0d1f3fa,2025-03-26,Unleash Integrated Schemas Deal 200,39261.88,2025-04-26,Closed Lost,diana75@example.net
Kaitlyn,Keller,carol07@example.net,(499)743-8308x308,Water quality scientist,PLC,201-500,4f78ad16-70b9-4fc9-979e-668df24f5243,2025-03-09,Strategize Collaborative E-Tailers Deal 162,17053.11,2025-05-21,Proposal,crystal54@example.org
Amber,Eaton,becky53@example.com,+1-974-641-0771x86674,Lawyer,PLC,500+,868940b5-cb22-485a-a037-fdf3c350d421,2025-02-28,Redefine Real-Time Channels Deal 67,19517.6,2025-05-23,Negotiation,kdoyle@example.net
Valerie,Phillips,lmassey@example.org,001-682-934-8019x17966,Glass blower/designer,Ltd,500+,5a51ae8f-7780-4654-8cd6-11de80af2486,2025-03-12,Brand Front-End Models Deal 207,13836.14,2025-05-20,Prospecting,diazdawn@example.net
Joseph,Meyer,tannerpatricia@example.com,3518300418,"Chemist, analytical",PLC,51-200,63d98589-534f-4941-bb9b-94bd62b93906,2025-04-05,Repurpose Bricks-And-Clicks Info-Mediaries Deal 276,2735.71,2025-04-22,Negotiation,shayden@example.net
Victoria,Martinez,katie98@example.org,770.796.9359x482,Land,LLC,11-50,f0eabd11-a03b-4e39-88fb-6f6938d6efe4,2025-04-19,Exploit End-To-End Mindshare Deal 118,17396.99,2025-04-18,Closed Lost,clarkejames@example.net
Juan,Suarez,michellenguyen@example.org,001-250-603-3016x11081,Financial adviser,and Sons,1-10,0dc20210-dc13-41a5-a1a8-be885922673a,2025-03-07,Revolutionize Dynamic Technologies Deal 299,9784.93,2025-05-01,Closed Won,sweeneykristin@example.com
Julia,Stephens,william09@example.net,592-700-1480,"Pilot, airline",LLC,1-10,1838069f-327a-4334-949c-17d744cb7758,2025-03-05,Extend Efficient Methodologies Deal 362,28837.28,2025-05-08,Closed Lost,nbowen@example.net
Michelle,Lewis,robert37@example.net,602.770.9832,"Designer, industrial/product",Ltd,201-500,c46915d9-0793-4566-96f7-f9dbed40ebac,2025-03-29,Grow Mission-Critical E-Markets Deal 187,13255.1,2025-05-21,Proposal,helen23@example.com
Nichole,Carter,gflynn@example.net,123-abc,Agricultural consultant,Ltd,500+,28d08619-35c4-42a8-88b5-81280cf11047,2025-04-03,Generate Rich Interfaces Deal 446,7289.08,2025-05-14,Negotiation,cathyharris@example.com
Jose,Vargas,garzachristopher@example.com,123-abc,Naval architect,Inc,1-10,b094964b-ba51-4a8b-a86d-ad99d3f0d6a1,2025-03-01,Embrace Front-End Applications Deal 367,43136.88,2025-05-25,Closed Lost,mitchellkaren@example.net
Suzanne,Adams,patriciaking@example.org,001-994-379-2282x686,"Administrator, Civil Service",LLC,500+,,2025-03-14,Visualize Holistic Solutions Deal 442,12927.91,2025-05-13,Negotiation,mauriceorr@example.com
Ryan,Miles,igordon@example.com,236.461.6233x864,Barrister's clerk,Group,1-10,8edb7959-7f49-40b2-a5ac-244f6a9b04b3,2025-03-10,Brand Strategic Convergence Deal 472,21412.14,2025-05-07,Closed Lost,anthonyjackson@example.net
Gregory,Powell,melissanguyen@example.com,373.591.4070,Medical physicist,LLC,1-10,193de6a2-6a68-47ba-9bfa-dbb169a9e97f,2025-03-13,Orchestrate Killer Roi Deal 115,8942.84,2025-05-21,Closed Won,stewartsarah@example.net
Jessica,Mccann,travisellis@example.org,001-416-524-5128x5652,Brewing technologist,Group,11-50,3773a142-31fa-465d-9186-1fffb6abc81c,2025-03-09,Revolutionize Vertical Roi Deal 380,26836.49,2025-05-02,Closed Won,zchapman@example.org
Cody,Baldwin,mrichards@example.com,874.213.1202x261,Housing manager/officer,Group,500+,576f8d50-8611-4297-b039-6946e6442ac0,2025-04-17,Engineer Distributed Functionalities Deal 161,46246.06,2025-05-05,Proposal,madelineleach@example.com
Adam,Conner,brian61@example.com,+1-687-331-1301x932,"Psychologist, sport and exercise",PLC,201-500,b07e5201-eb2b-4e4e-9bf9-5cda9edfe2f2,2025-03-01,Disintermediate Turn-Key Platforms Deal 168,49779.4,2025-05-22,Closed Won,taylorswanson@example.net
Timothy,Ramirez,lflynn@example.com,334.841.3402,Public relations account executive,LLC,1-10,4ae0269b-ca43-494b-8df0-3236736c6c5a,2025-03-12,E-Enable Dynamic Experiences Deal 334,15933.81,2025-05-25,Closed Lost,melissa85@example.net
Michael,Dominguez,jordanamanda@example.com,001-740-207-1873x179,Museum/gallery exhibitions officer,and Sons,1-10,c7edd1d6-7a21-401d-9040-f8b1ebad2915,2025-04-20,Benchmark Bleeding-Edge Networks Deal 341,17494.81,2025-05-07,Prospecting,danielrichardson@example.net
Victor,Brown,mcross@example.org,480.317.0358x9174,Operational investment banker,and Sons,1-10,3113a06b-9f30-4fed-9749-26c095983c87,2025-03-31,E-Enable Wireless Vortals Deal 123,18340.22,2025-04-28,Prospecting,whiteheadmichael@example.org
Laura,Rogers,shawnhall@example.net,431-734-8737x3020,Environmental education officer,Group,500+,fca039d3-169a-42a4-9379-3266b8582a56,2025-03-01,Mesh Robust Partnerships Deal 494,6001.52,2025-05-27,Closed Won,vhall@example.org
Connie,Gonzalez,kathleen66@example.org,474-496-8594x173,Art gallery manager,and Sons,201-500,4298931a-f298-40b2-8bf4-e3c4f85f4369,2025-04-09,Target Cross-Media Applications Deal 490,26145.06,2025-05-23,Closed Won,reedluke@example.org
Andrea,Miller,dbutler@example.net,385-345-9724x962,Brewing technologist,and Sons,,bb8bbe5a-4eee-40b1-8a35-7180878dfaa6,2025-04-15,Deploy Revolutionary Vortals Deal 461,40272.47,2025-05-07,Prospecting,keith07@example.net
Jay,Stone,davidjennings@example.com,+1-650-754-7157x508,Newspaper journalist,LLC,201-500,e920b68a-068c-4ded-a288-d5ce5f0e80c6,2025-04-12,Brand Rich Users Deal 322,46094.92,2025-04-26,Proposal,robertwillis@example.com
Michael,Snyder,qblankenship@example.com,503.653.4034,"Merchandiser, retail",Group,,0a5d6111-f675-4e17-90cc-647331870ea8,2025-03-07,Engage Collaborative Info-Mediaries Deal 466,45440.96,2025-05-12,Negotiation,john25@example.org
Willie,Allen,not-an-email,692-355-2401x846,Quantity surveyor,PLC,11-50,7e6dc5bb-8600-4b8f-bc54-a2bb1a8ecbdd,2025-04-20,Architect Magnetic E-Services Deal 315,17749.0,2025-04-26,Proposal,randytaylor@example.net
Ryan,Logan,nbriggs@example.org,885.935.3612x264,Market researcher,Group,11-50,aac21ce3-c5ae-41a1-bed6-2392aaaf1691,2025-03-06,Cultivate Granular Communities Deal 172,12250.1,2025-04-30,Closed Lost,coopercrystal@example.net
Bruce,Beasley,robert64@example.net,001-622-645-8318x4881,Optometrist,Ltd,1-10,c4db8d3d-8b35-424b-801e-5579478f2b7b,2025-03-21,Implement Cross-Media Platforms Deal 238,2972.56,2025-05-11,Closed Lost,brent65@example.com
Kristine,Rios,martinezjoshua@example.com,(548)280-0402x50982,"Engineer, manufacturing systems",and Sons,11-50,4df2221a-d68a-4126-a33c-45259dd103ad,2025-03-19,Incubate Bricks-And-Clicks E-Commerce Deal 31,23516.27,2025-05-08,Closed Won,kdavis@example.com
Paige,Moyer,timothyharris@example.org,993.572.9827,Historic buildings inspector/conservation officer,Group,11-50,5afe39d3-f474-4a05-9e2d-570617bd17ff,2025-03-15,Extend Cutting-Edge Roi Deal 219,1909.09,2025-05-03,Closed Lost,briana66@example.net
William,Zimmerman,zrhodes@example.net,(721)737-7751,Secondary school teacher,PLC,11-50,40cee9ac-6077-4de3-885f-abdae79e95ec,2025-03-19,Re-Intermediate Plug-And-Play Solutions Deal 114,15394.25,2025-04-29,Closed Lost,danielproctor@example.net
Cathy,Jenkins,ychang@example.net,(848)525-4864,Government social research officer,PLC,201-500,c35d744e-ec03-4dcd-87b8-f3f1d1f10c4a,2025-04-08,Harness Cross-Media Methodologies Deal 402,43528.1,2025-05-26,Prospecting,shannonroberts@example.com
Alan,Jones,smithkyle@example.com,386.545.6374,Chartered accountant,Inc,11-50,67f636eb-84a3-42be-9d79-17d64baee559,2025-04-21,Morph Proactive Vortals Deal 371,46361.77,2025-05-02,Closed Lost,qharvey@example.net
Steven,Hall,rosaleserin@example.com,402-240-2533x648,Ship broker,Group,11-50,680a3a7b-132c-4d60-90ae-773bb1950189,2025-04-16,Transition Scalable E-Tailers Deal 214,7345.58,2025-05-15,Closed Lost,patrick12@example.com
Jonathon,Wilcox,ggarrett@example.com,391-582-5058x23284,Visual merchandiser,,51-200,b681ba0c-ab2c-4619-9e9d-b4e03e80a510,2025-03-08,Orchestrate Back-End Content Deal 444,,2025-05-16,Closed Lost,michellegibson@example.net
Melinda,Thomas,ronnie67@example.com,+1-390-392-2771,Herbalist,Group,11-50,c87a01dd-240f-4296-978b-1235ea2186d2,2025-04-19,Seize Robust Channels Deal 138,28020.32,2025-05-15,Closed Lost,brianmartinez@example.org
Melissa,Holmes,matthewjackson@example.com,(625)345-3603,Art gallery manager,PLC,500+,558c2105-8f61-4c89-aeb5-9393729f4e38,2025-03-15,Deliver Seamless Web Services Deal 269,40552.77,2025-05-11,Closed Lost,valenzuelaraymond@example.net
Daniel,Trevino,glen71@example.net,275-392-9081x2492,Agricultural consultant,PLC,500+,f402308e-49cb-424c-86fd-02099f6057ca,2025-04-21,Benchmark Mission-Critical Channels Deal 44,33756.54,2025-04-19,Prospecting,sarah13@example.org
Natalie,Ayala,fordmargaret@example.com,+1-249-407-8267,Commercial/residential surveyor,Inc,51-200,3eead624-7175-447b-a9db-db6d69a19893,2025-04-20,Scale Plug-And-Play Channels Deal 28,32578.22,2025-05-02,Prospecting,erikalawrence@example.net
Allison,Martinez,blankenshipkatie@example.org,123-abc,"Engineer, water",,51-200,9ff40df1-a683-4993-95e7-01153cd9c428,2025-03-27,Utilize B2C Content Deal 476,8841.13,2025-04-23,Prospecting,gina32@example.net
